Year,SeqNumber,identity,Yrs_exp,Education,Top_J_Pubs,Ref_J_Pubs,Textbooks,Research_Books,Other_Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure_Req_Lvl,Tenure_Req_A,Tenure_Req_tot,Position,location,pub_prvt,Union,Country,Region,schl_deg,accredit,Accepted_ornot,Tch/Res,%_Summer,%_Budget,tot_J pubs
2004/2005,9,yes,4,Phd/DBA,0,2,0,0,6,"$100,000","$10,000",3,"$6,000","$5,000",4,2,2,5,switched Asst,suburban,public,X,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,2
2004/2005,10,yes,2,Phd/DBA,0,0,0,0,1,"$85,000",NA,NA,NA,"$1,000",6,2,0,3,Asst,rural,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,0,0
2004/2005,11,NA,3,Phd/DBA,0,0,0,0,4,"$74,000",NA,NA,NA,NA,8,1,0,3,Asst,rural,public,NA,USA,US N.E.,Masters,NA,won't accept,Teach (>4),0,0,0
2004/2005,12,yes,1,Phd/DBA,0,0,0,0,4,"$123,000",NA,NA,"$2,000","$24,000",4,2,0,6,Asst,suburban,private,NA,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,0
2004/2005,13,yes,1,Phd/DBA,0,1,0,0,8,"$80,000","$8,000",3,NA,"$3,000",5,1,0,4,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,0,1
2004/2005,14,NA,2,NA,0,0,0,0,0,"$95,000","$9,500",2,NA,"$5,000",5,1,NA,NA,Asst,urban,private,NA,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2004/2005,15,yes,4,Phd/DBA,0,0,0,0,8,"$85,000","$7,000",2,NA,"$2,500",6,3,0,8,Asst,urban,private,NA,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,0
2004/2005,16,yes,4,Phd/DBA,0,0,0,0,8,"$87,500",NA,NA,NA,"$2,000",6,3,0,8,Asst,rural,public,NA,USA,US S.,Masters,National,Have accepted,Teach (>4),0,0,0
2004/2005,17,NA,7,Phd/DBA,0,1,1,0,3,"$90,000",NA,NA,NA,NA,12,1,3,10,Asst,urban,private,No,USA,US S.,Doctorate,Regional,Have accepted,Teach (>4),0,0,1
2004/2005,18,NA,4,Phd/DBA,0,1,0,0,1,"$77,000","$4,000",3,NA,NA,6,2,0,3.5,Asst,urban,private,NA,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,0,1
2004/2005,19,NA,5,Phd/DBA,2,2,0,0,5,"$91,000","$8,000",1,"$2,000","$4,000",4,2,1,5,switched Asst,suburban,public,NA,USA,US M.W.,Masters,National,might accept,Research (<=4),1,1,4
2004/2005,20,NA,9,Phd/DBA,3,8,0,0,5,"$60,000",NA,NA,NA,NA,5,NA,NA,NA,instructor,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,0,11
2004/2005,21,NA,4,Phd/DBA,0,0,0,0,3,"$87,000","$10,000",3,"$3,400","$7,500",4,2,1,4,assoc/not tenured,suburban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2004/2005,22,NA,7,Phd/DBA,2,2,0,0,5,"$92,000","$8,000",3,"$2,000","$3,500",5,2,3,7,switched Asst,urban,private,NA,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,4
2004/2005,23,NA,7,Phd/DBA,2,2,0,0,5,"$80,000",NA,NA,"$1,800","$2,000",6,0,0,0,visitor,suburban,public,NA,USA,US W.,Doctorate,National,might accept,Teach (>4),0,1,4
2004/2005,24,yes,6,Phd/DBA,1,1,0,0,5,"$110,000","$24,000",3,"$3,000","$3,000",3,2,NA,NA,Asst,urban,public,NA,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2004/2005,25,yes,9,Phd/DBA,6,6,4,0,20,"$160,000",NA,NA,"$5,000","$10,000",4,2,5,5,associate/tenure,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,12
2004/2005,26,NA,6,Phd/DBA,2,4,0,0,12,"$85,000","$17,000",2,"$2,500","$5,000",4,2,5,6,Asst,suburban,private,NA,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,6
2004/2005,27,yes,9,Phd/DBA,7,2,0,0,6,"$160,000","$15,000",4,"$10,000","$10,000",4,2,4,8,associate/tenure,urban,private,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,9
2004/2005,28,yes,14,Phd/DBA,0,10,0,0,63,"$82,500","$6,500",3,"$8,000","$1,000",4,1,0,5,full/chair,suburban,public,No,USA,US S.,Bachelor,Regional,Have accepted,Research (<=4),1,1,10
2004/2005,29,yes,4,Phd/DBA,0,2,0,0,6,"$80,000",NA,NA,"$2,500","$7,200",4,2,0,6,assoc/not tenured,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,2
2004/2005,30,NA,2,Phd/DBA,2,4,0,0,4,"$95,000","$8,000",1,NA,"$2,500",4,2,1,5,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,0,6
2004/2005,31,yes,4,Phd/DBA,0,7,0,1,35,"$90,000",NA,NA,NA,"$6,000",6,2,0,12,switched Asst,rural,public,Yes,USA,US M.W.,Masters,National,won't accept,Teach (>4),0,0,7
2004/2005,32,NA,1,Phd/DBA,0,0,0,0,2,"$68,000",NA,NA,NA,NA,8,1,0,4,Asst,suburban,public,No,USA,US S.,Masters,Local,won't accept,Teach (>4),0,0,0
2004/2005,33,NA,3,Phd/DBA,0,0,0,0,6,"$84,500",NA,NA,"$1,000","$2,000",6,1,0,6,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,0
2004/2005,34,yes,4,Phd/DBA,0,0,0,0,6,"$85,500","$15,200",2,NA,"$4,500",6,2,0,6,Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2004/2005,35,yes,1,Phd/DBA,0,0,0,0,3,"$80,000",NA,NA,"$10,000","$15,000",7,2,3,7,switched Asst,suburban,public,No,canada,NA,Doctorate,National,Have accepted,Teach (>4),0,1,0
2004/2005,36,yes,10,Phd/DBA,0,15,2,0,35,"$95,000",NA,NA,NA,"$12,000",6,1,0,4,assoc/not tenured,suburban,private,Yes,USA,US N.E.,Bachelor,Regional,Have accepted,Teach (>4),0,0,15
2004/2005,37,NA,1,Phd/DBA,0,2,0,0,1,"$18,000",NA,NA,NA,NA,NA,NA,NA,NA,associate/tenure,urban,public,Yes,India,NA,Doctorate,Local,Have accepted,NA,0,0,2
2004/2005,38,NA,7,Phd/DBA,6,9,0,0,19,"$135,500","$30,111",3,NA,"$5,500",4,2,3,7.5,switched Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,15
2004/2005,39,NA,2,Phd/DBA,1,3,0,0,3,"$92,000","$5,000",2,$650,"$2,500",7,1,0,3,Asst,suburban,public,No,USA,US M.W.,Masters,none,Have accepted,Teach (>4),1,1,4
2004/2005,40,yes,3,MBA/MS,0,10,0,2,30,"$64,000",NA,NA,NA,NA,8,NA,NA,NA,switched Asst,urban,mixed,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,0,10
2004/2005,41,yes,3,Phd/DBA,0,2,0,0,9,"$45,000",NA,NA,NA,NA,10,NA,NA,NA,Asst,rural,mixed,No,USA,US S.,Bachelor,Regional,won't accept,Teach (>4),0,0,2
2004/2005,42,yes,0,Phd/DBA,0,1,0,0,8,"$115,000","$25,500",3,"$9,000","$6,000",3,3,6,10,Asst,urban,private,NA,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2004/2005,43,NA,11,Phd/DBA,6,7,4,0,16,"$160,000",NA,NA,"$6,000","$10,000",4,2,2,5,associate/tenure,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,13
2004/2005,44,yes,2,Phd/DBA,0,0,0,0,0,"$82,000","$3,000",2,NA,NA,6,1,0,6,Asst,suburban,private,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,0
2004/2005,45,yes,1,MBA/MS,NA,NA,NA,NA,10,"$85,000","$10,000",2,"$5,000","$5,000",5,1,1,6,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2004/2005,46,NA,8,NA,1,0,0,0,3,"$95,000",NA,1,NA,"$7,000",4,2,2,7,Asst,suburban,private,NA,USA,US N.E.,Masters,Regional,Have accepted,Research (<=4),0,0,1
2004/2005,47,yes,2,Phd/DBA,0,1,0,0,4,"$96,500","$6,500",3,"$3,500","$4,000",5,1,0,5,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,1
2004/2005,48,NA,7,Phd/DBA,4,3,0,0,NA,"$105,000","$9,000",2,NA,"$5,000",4,2,NA,NA,assoc/not tenured,urban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,0,7
2004/2005,49,NA,0,Phd/DBA,0,NA,NA,1,6,"$82,000",NA,NA,"$5,000","$5,000",5,1,0,5,Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,1,0
2004/2005,50,NA,1,Phd/DBA,0,2,0,0,5,"$58,000",NA,NA,NA,"$2,000",8,1,0,5,Asst,rural,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,0,2
2004/2005,51,yes,NA,Phd/DBA,0,1,0,0,0,"$12,000",NA,NA,NA,NA,2,3,1,10,switched Asst,urban,public,Yes,India,NA,Bachelor,none,Have accepted,Research (<=4),0,0,1
2004/2005,52,NA,9,Phd/DBA,3,8,NA,NA,NA,"$105,000",NA,1,"$2,800",NA,5,2,4,10,visitor,suburban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,11
2004/2005,53,yes,0,Phd/DBA,0,4,0,2,10,"$54,500",NA,NA,"$3,000",NA,4,2,NA,NA,visitor,urban,public,Yes,Canada,NA,Bachelor,Regional,Have accepted,Research (<=4),0,1,4
2004/2005,54,NA,2,Phd/DBA,0,4,NA,NA,4,"$90,000",NA,NA,NA,"$4,000",3,2,NA,6,Asst,unspecified,public,No,USA,US M.W.,Bachelor,NA,Have accepted,Research (<=4),0,0,4
2004/2005,55,NA,0.5,Phd/DBA,0,0,0,0,9,"$87,500","$5,000",3,"$15,000","$5,000",5,NA,1,8.5,switched Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2004/2005,56,NA,NA,NA,0,0,0,0,9,"$75,000",NA,NA,NA,NA,4,1,0,6,Asst,urban,private,No,USA,US N.E.,Bachelor,NA,won't accept,Research (<=4),0,0,0
2004/2005,57,NA,1,Phd/DBA,0,0,0,0,9,"$68,000","$3,000",2,NA,"$4,000",8,1,0,3,Asst,rural,public,NA,USA,US W.,Bachelor,NA,won't accept,Teach (>4),1,0,0
2005/2006,1,NA,1,Phd/DBA,0,1,0,0,0,"$60,840",NA,NA,"$2,000","$5,000",4,2,0,3,Asst,urban,public,Yes,Australia,NA,Doctorate,National,Have accepted,Research (<=4),0,1,1
2005/2006,2,yes,2,Phd/DBA,0,0,0,0,1,"$100,000","$22,000",2,"$5,000","$4,500",4,3,2,6,Asst,suburban,public,No,USA,US M.W.,unspecified,National,Have accepted,Research (<=4),1,1,0
2005/2006,3,yes,3,Phd/DBA,0,2,0,0,10,"$87,500","$13,000",5,"$2,000","$1,000",6,1,0,5,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,2
2005/2006,4,NA,1,Phd/DBA,0,5,0,0,10,"$73,000",NA,NA,"$1,200","$4,000",5,2,0,8,Asst,urban,public,Yes,Canada,NA,Masters,NA,Have accepted,Teach (>4),0,1,5
2005/2006,5,NA,4,Phd/DBA,3,8,0,0,2,"$126,000","$27,000",3,"$11,000",NA,3,3,6,12,switched Asst,suburban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,11
2005/2006,6,yes,2,Phd/DBA,0,0,0,0,0,"$100,000","$10,000",2,"$3,000","$4,000",5,2,1,5,Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2005/2006,7,NA,3,MBA/MS,0,0,0,0,2,"$85,000",NA,NA,NA,NA,7,0,2,4,instructor,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,0,0
2005/2006,8,NA,1,Phd/DBA,0,0,0,0,5,"$90,000",NA,NA,NA,NA,4,1,0,2,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,0
2005/2006,9,NA,1,Phd/DBA,3,6,0,0,12,"$107,000","$22,000",3,"$5,000","$6,000",4,2,3,8,Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,9
2005/2006,10,yes,8,Phd/DBA,5,23,0,0,8,"$164,000","$41,000",NA,"$13,000","$9,000",3,2,NA,NA,full/chair,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,28
2005/2006,11,yes,6,NA,0,10,0,0,12,"$90,000","$5,000",3,"$2,000","$5,000",5,2,1,7,switched Asst,urban,public,No,USA,US W.,Masters,National,might accept,Teach (>4),1,1,10
2005/2006,12,NA,1,Phd/DBA,1,1,0,0,1,"$104,000","$10,000",3,NA,"$3,500",4,2,3,7,Asst,suburban,public,NA,USA,US S.,Masters,National,won't accept,Research (<=4),1,0,2
2005/2006,13,NA,0,Phd/DBA,0,0,0,0,0,"$100,000","$20,000",2,"$1,500","$7,000",3,2,3,12,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2005/2006,14,NA,1,Phd/DBA,0,0,0,0,1,"$99,000","$10,000",2,NA,"$5,000",5,NA,1,5,Asst,urban,NA,No,USA,US M.W.,NA,NA,NA,Teach (>4),1,0,0
2005/2006,15,NA,10,Phd/DBA,1,9,3,0,27,"$90,000",NA,NA,"$1,000","$1,000",6,2,15,85,assoc/not tenured,rural,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,10
2005/2006,16,NA,4,Phd/DBA,0,12,0,0,40,"$30,000",NA,NA,NA,NA,6,NA,NA,NA,switched Asst,urban,public,No,Taiwan ROC,NA,Masters,Regional,Have accepted,Teach (>4),0,0,12
2005/2006,17,NA,NA,Phd/DBA,0,10,0,0,5,"$85,000","$28,333",1,"$70,000","$6,000",1,1,2,4,switched Asst,suburban,public,NA,USA,US S.,Doctorate,NA,Have accepted,Research (<=4),1,1,10
2005/2006,18,yes,3,Phd/DBA,0,2,0,0,8,"$85,000","$5,500",2,NA,"$4,000",6,1,0,4,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,2
2005/2006,19,NA,1,MBA/MS,0,3,0,0,5,"$44,200",NA,NA,NA,NA,2,NA,NA,NA,instructor,urban,public,Yes,Netherlands,NA,Doctorate,National,Have accepted,Research (<=4),0,0,3
2005/2006,20,yes,1,Phd/DBA,0,0,0,0,2,"$90,000","$13,500",3,NA,"$2,000",6,2,2,12,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,0
2005/2006,21,NA,4,Phd/DBA,3,4,0,0,10,"$108,000","$12,000",2,NA,"$5,000",4,2,1,6,Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,7
2005/2006,22,NA,4,Phd/DBA,3,4,0,0,10,"$95,000","$10,000",3,NA,"$4,000",4,2,2,6,Asst,rural,public,No,USA,US W.,Doctorate,National,won't accept,Research (<=4),1,0,7
2005/2006,23,NA,12,Phd/DBA,1,42,2,0,12,"$89,000","$15,000",1,"$7,000",NA,18,1,0,4,assoc/not tenured,urban,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),1,1,43
2005/2006,24,NA,0,Phd/DBA,1,0,0,0,4,"$100,000","$3,000",3,NA,"$6,000",3,3,6,10,Asst,rural,private,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,1
2005/2006,25,NA,4,MBA/MS,0,0,0,0,1,"$12,000",NA,NA,NA,NA,135,NA,NA,NA,instructor,suburban,public,Yes,Mauritius,NA,Doctorate,none,Have accepted,Teach (>4),0,0,0
2005/2006,26,yes,2,Phd/DBA,0,0,0,0,2,"$91,000","$5,000",2,NA,"$3,500",3,2,6,2,Asst,urban,public,NA,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2005/2006,27,yes,1,Phd/DBA,0,5,0,0,6,"$75,000",NA,NA,"$2,000",NA,6,2,2,5,Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,1,5
2005/2006,28,yes,6,Phd/DBA,4,0,1,0,0,"$62,000",NA,NA,NA,NA,4,1,3,5,associate/tenure,rural,public,Yes,USA,US N.E.,Masters,National,Have accepted,Research (<=4),0,0,4
2005/2006,29,yes,15,Phd/DBA,1,15,0,0,25,"$94,000",NA,NA,NA,NA,4,2,1,8,switched Asst,suburban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,0,16
2005/2006,30,NA,5,Phd/DBA,0,0,0,0,8,"$92,000","$5,000",2,NA,"$3,500",6,1,1,4,Asst,urban,public,NA,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),1,0,0
2005/2006,31,NA,2,Phd/DBA,1,4,0,0,9,"$52,900",NA,NA,"$7,000","$8,000",3,2,NA,NA,Asst,urban,public,Yes,New Zealand,NA,Doctorate,National,Have accepted,Research (<=4),0,1,5
2005/2006,32,NA,8,Phd/DBA,2,8,0,0,20,"$85,000",NA,NA,"$2,800",NA,6,2,1.5,6,switched Asst,suburban,public,Yes,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,1,10
2005/2006,33,NA,0,Phd/DBA,0,0,0,0,7,"$85,000",NA,NA,"$5,000","$2,000",6,1,0,10,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,0
2005/2006,34,NA,1,Phd/DBA,0,0,0,0,2,"$90,000","$5,000",1,NA,"$2,000",6,1,1,5,Asst,suburban,public,Yes,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2005/2006,35,NA,8,NA,0,4,0,0,0,"$90,000",NA,NA,NA,NA,NA,1,NA,NA,Asst,suburban,public,No,USA,US S.,Bachelor,National,Have accepted,NA,0,0,4
2005/2006,36,NA,1,Phd/DBA,0,2,0,0,4,"$102,500","$10,000",2,NA,"$2,000",4,2,4,10,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,0,2
2005/2006,37,NA,1,Phd/DBA,0,2,0,0,4,"$104,000","$12,000",2,"$4,000",NA,4,2,4,8,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2005/2006,38,NA,2,Phd/DBA,0,2,0,0,4,"$92,000","$10,000",2,"$1,000","$5,000",4,2,2,6,Asst,urban,public,No,USA,NA,Masters,National,Have accepted,Research (<=4),1,1,2
2005/2006,39,yes,3,Phd/DBA,0,3,0,0,4,"$82,000","$8,200",2,NA,"$3,000",6,1,0,4,Asst,urban,private,No,USA,US M.W.,Bachelor,National,Have accepted,Teach (>4),1,0,3
2005/2006,40,NA,7,Phd/DBA,2,18,0,3,6,"$75,000","$8,000",1,NA,"$1,000",6,2,2,5,assoc/not tenured,NA,public,Yes,USA,US N.E.,unspecified,National,Have accepted,Teach (>4),1,0,20
2005/2006,41,NA,0,MBA/MS,1,5,0,0,7,"$85,000",NA,NA,"$4,700","$8,100",4,2,0,3,Asst,suburban,mixed,NA,Canada,NA,Doctorate,National,Have accepted,Research (<=4),0,1,6
2005/2006,42,yes,13,Phd/DBA,0,20,0,0,25,"$120,000",NA,NA,"$10,000","$10,000",4,2,0,10,assoc/not tenured,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,1,20
2005/2006,43,yes,1,Phd/DBA,0,1,0,0,0,"$91,000","$14,000",5,"$2,000","$2,500",8,2,0,4,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,1
2006/2007,1,yes,1,Phd/DBA,0,1,0,0,1,"$97,500","$10,000",3,NA,"$5,000",4,2,3,6,Asst,rural,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,0,1
2006/2007,2,yes,2,Phd/DBA,0,0,0,0,5,"$105,000","$23,333",3,"$4,000","$5,000",2,2,0,10,Asst,suburban,public,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2006/2007,3,NA,3,Phd/DBA,2,0,2,0,11,"$101,000","$8,000",2,"$2,500","$3,500",2,NA,NA,NA,Asst,urban,public,NA,USA,US S.,Doctorate,NA,Have accepted,Research (<=4),1,1,2
2006/2007,4,NA,2,Phd/DBA,2,3,0,0,14,"$105,000","$8,000",2,"$4,500","$3,000",4,2,3.5,9,Asst,urban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,5
2006/2007,5,NA,2,Phd/DBA,0,2,0,0,2,"$77,000","$8,000",2,"$1,500","$3,500",6,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teach (>4),1,1,2
2006/2007,6,NA,3,Phd/DBA,0,0,0,0,3,"$101,000","$20,000",2,NA,"$12,000",2,2,3,6,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2006/2007,7,yes,1,Phd/DBA,0,0,0,0,3,"$101,000","$20,000",2,NA,"$12,000",2,2,3,6,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2006/2007,8,NA,2,Phd/DBA,1,0,0,0,2,"$118,000","$6,000",3,"$5,000","$2,000",3,2,4,7,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2006/2007,9,NA,10,Phd/DBA,2,5,1,0,7,"$85,000",NA,NA,NA,"$5,000",6,1,0,5,assoc/not tenured,suburban,public,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),0,0,7
2006/2007,10,yes,4,Phd/DBA,0,5,0,0,0,"$95,000",NA,NA,"$2,000","$3,000",4,2,0,3,Asst,suburban,public,No,USA,US W.,Bachelor,National,Have accepted,Research (<=4),0,1,5
2006/2007,11,yes,0,Phd/DBA,0,0,0,0,7,"$95,000","$10,555",2,"$1,200",NA,5.3,2,2,8,Asst,suburban,public,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,0
2006/2007,12,NA,3,Phd/DBA,0,1,0,0,7,"$78,000","$5,000",5,"$2,000","$2,500",6,1,0,4,switched Asst,rural,public,No,USA,US S.,Masters,National,might accept,Teach (>4),1,1,1
2006/2007,13,yes,10,Phd/DBA,2,12,0,2,10,"$52,000",NA,NA,NA,NA,6,1,0,3,Asst,suburban,private,No,USA,US N.E.,Masters,Regional,won't accept,Teach (>4),0,0,14
2006/2007,14,yes,0.5,Phd/DBA,0,1,0,0,7,"$80,600",NA,NA,"$1,000",NA,6,1,0,5,instructor,suburban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,1,1
2006/2007,15,NA,3,Phd/DBA,1,1,0,0,0,"$115,000","$17,800",3,"$5,000","$10,000",4,3,4,7,Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2006/2007,16,yes,3,MBA/MS,0,4,0,0,3,"$52,000",NA,NA,$500,NA,7,1,0,14,instructor,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,4
2006/2007,17,NA,1,Phd/DBA,0,1,0,0,2,"$106,000","$23,000",3,"$4,000","$5,000",4,2,4,10,Asst,suburban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2006/2007,18,NA,0,Phd/DBA,0,0,0,0,0,"$120,000","$26,400",4,"$5,000","$7,500",3,2,2,6,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,0
2006/2007,19,yes,4,Phd/DBA,0,3,0,1,3,"$76,000",NA,NA,"$9,000","$5,000",4,2,4,10,Asst,suburban,public,No,Canada,NA,Masters,National,Have accepted,Research (<=4),0,1,3
2006/2007,20,NA,1,NA,0,2,0,0,4,"$85,000",NA,NA,NA,NA,3,1,0,5,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,2
2006/2007,21,NA,2,BS/BA,0,0,1,0,7,"$1,200",NA,NA,NA,NA,NA,2,NA,NA,switched Asst,suburban,public,NA,Argentina,NA,Doctorate,National,Have accepted,NA,0,0,0
2006/2007,22,yes,19,Phd/DBA,1,25,0,3,30,"$83,000",NA,NA,"$1,000",NA,8,1,0,2,full/chair,urban,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,1,26
2006/2007,23,yes,5,Phd/DBA,0,1,0,0,2,"$68,000","$22,667",1,"$1,200","$3,000",6,1,NA,NA,Asst,rural,public,NA,USA,US S.,Masters,NA,Have accepted,Teach (>4),1,1,1
2006/2007,24,NA,10,Phd/DBA,2,6,0,0,18,"$79,000",NA,NA,"$1,000",NA,6,1,0,2,Asst,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,8
2006/2007,25,yes,0.5,Phd/DBA,0,0,0,0,3,"$92,500","$10,000",2,"$5,000","$3,000",3,1,0,4,Asst,NA,NA,NA,USA,NA,NA,NA,Have accepted,Research (<=4),1,1,0
2006/2007,26,yes,4,Phd/DBA,0,1,0,0,4,"$90,000","$10,000",1,"$5,000","$4,000",6,2,2,8,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,1
2006/2007,27,yes,6,Phd/DBA,1,2,0,0,14,"$105,000",NA,NA,NA,NA,6,1,1,7,Asst,suburban,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,3
2006/2007,28,yes,6,Phd/DBA,1,2,0,0,14,"$130,000","$18,000",3,NA,"$5,000",4,2,2,10,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,3
2006/2007,29,NA,2,Phd/DBA,2,0,0,0,7,"$79,200",NA,NA,"$1,000","$3,000",6,2,NA,3,Asst,rural,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,2
2006/2007,30,NA,6,Phd/DBA,4,1,0,0,6,"$85,000","$5,000",2,"$3,000","$5,000",6,1,0,6,switched Asst,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,5
2006/2007,31,yes,14,MBA/MS,0,0,0,0,12,"$45,000",NA,NA,"$1,300","$2,000",4,NA,NA,NA,switched Asst,rural,public,No,Brunei,NA,Bachelor,National,Have accepted,Research (<=4),0,1,0
2006/2007,32,yes,3,Phd/DBA,0,0,0,0,0,"$79,200",NA,NA,NA,"$3,000",5,2,0,3,Asst,rural,public,No,USA,US S.,Bachelor,Regional,Have accepted,Teach (>4),0,0,0
2006/2007,33,yes,9,Phd/DBA,3,13,0,0,6,"$74,000",NA,NA,"$3,500","$13,000",5,1,0,10,assoc/not tenured,urban,public,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),0,1,16
2006/2007,34,NA,11,Phd/DBA,1,7,0,0,26,"$82,000",NA,NA,NA,"$1,000",6,1,NA,NA,switched Asst,rural,public,NA,USA,NA,Masters,National,Have accepted,Teach (>4),0,0,8
2006/2007,35,yes,6,Phd/DBA,0,0,0,0,0,"$1,000",NA,NA,NA,NA,6,0,NA,NA,instructor,suburban,public,No,Mauritius,NA,Doctorate,National,Have accepted,Teach (>4),0,0,0
