Year,#,identity,Yrs_exp,Educ.,Top J Pubs,Ref J Pubs,Textbooks,Research Books,Other Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure Req Lvl,Tenure Req #A,Tenure Req #tot,Position,location,pub_prvt,Union?,Country,Region,schl_deg,accredit.,Accepted?,Tch/Res,%_Summer,%_Budget,tot_J pubs
2005/2006,12,,1,Phd/DBA,1,1,0,0,1," $104,000 "," $10,000 ",3,," $3,500 ",4,2,3,7,Asst,suburban,public,,USA,US S.,Masters,National,won't accept,Research (<=4),1,0,2
2005/2006,13,,0,Phd/DBA,0,0,0,0,0," $100,000 "," $20,000 ",2," $1,500 "," $7,000 ",3,2,3,12,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2005/2006,14,,1,Phd/DBA,0,0,0,0,1," $99,000 "," $10,000 ",2,," $5,000 ",5,,1,5,Asst,urban,,No,USA,US M.W.,,,,Teach (>4),1,0,0
2005/2006,15,,10,Phd/DBA,1,9,3,0,27," $90,000 ",,," $1,000 "," $1,000 ",6,2,15,85,assoc/not tenured,rural,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,10
2005/2006,16,,4,Phd/DBA,0,12,0,0,40," $30,000 ",,,,,6,,,,switched Asst,urban,public,No,Taiwan ROC,,Masters,Regional,Have accepted,Teach (>4),0,0,12
2005/2006,17,,,Phd/DBA,0,10,0,0,5," $85,000 "," $28,333 ",1," $70,000 "," $6,000 ",1,1,2,4,switched Asst,suburban,public,,USA,US S.,Doctorate,,Have accepted,Research (<=4),1,1,10
2005/2006,18,yes,3,Phd/DBA,0,2,0,0,8," $85,000 "," $5,500 ",2,," $4,000 ",6,1,0,4,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,2
2005/2006,19,,1,MBA/MS,0,3,0,0,5," $44,200 ",,,,,2,,,,instructor,urban,public,Yes,Netherlands,,Doctorate,National,Have accepted,Research (<=4),0,0,3
2005/2006,20,yes,1,Phd/DBA,0,0,0,0,2," $90,000 "," $13,500 ",3,," $2,000 ",6,2,2,12,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,0
2005/2006,21,,4,Phd/DBA,3,4,0,0,10," $108,000 "," $12,000 ",2,," $5,000 ",4,2,1,6,Asst,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,7
2005/2006,22,,4,Phd/DBA,3,4,0,0,10," $95,000 "," $10,000 ",3,," $4,000 ",4,2,2,6,Asst,rural,public,No,USA,US W.,Doctorate,National,won't accept,Research (<=4),1,0,7
2005/2006,23,,12,Phd/DBA,1,42,2,0,12," $89,000 "," $15,000 ",1," $7,000 ",,18,1,0,4,assoc/not tenured,urban,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),1,1,43
2005/2006,24,,0,Phd/DBA,1,0,0,0,4," $100,000 "," $3,000 ",3,," $6,000 ",3,3,6,10,Asst,rural,private,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,0,1
2005/2006,25,,4,MBA/MS,0,0,0,0,1," $12,000 ",,,,,135,,,,instructor,suburban,public,Yes,Mauritius,,Doctorate,none,Have accepted,Teach (>4),0,0,0
2005/2006,26,yes,2,Phd/DBA,0,0,0,0,2," $91,000 "," $5,000 ",2,," $3,500 ",3,2,6,2,Asst,urban,public,,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2005/2006,27,yes,1,Phd/DBA,0,5,0,0,6," $75,000 ",,," $2,000 ",,6,2,2,5,Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,1,5
2005/2006,28,yes,6,Phd/DBA,4,0,1,0,0," $62,000 ",,,,,4,1,3,5,associate/tenure,rural,public,Yes,USA,US N.E.,Masters,National,Have accepted,Research (<=4),0,0,4
2005/2006,29,yes,15,Phd/DBA,1,15,0,0,25," $94,000 ",,,,,4,2,1,8,switched Asst,suburban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,0,16
2005/2006,30,,5,Phd/DBA,0,0,0,0,8," $92,000 "," $5,000 ",2,," $3,500 ",6,1,1,4,Asst,urban,public,,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),1,0,0
2005/2006,31,,2,Phd/DBA,1,4,0,0,9," $52,900 ",,," $7,000 "," $8,000 ",3,2,,,Asst,urban,public,Yes,New Zealand,,Doctorate,National,Have accepted,Research (<=4),0,1,5
2005/2006,32,,8,Phd/DBA,2,8,0,0,20," $85,000 ",,," $2,800 ",,6,2,1.5,6,switched Asst,suburban,public,Yes,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,1,10
2005/2006,33,,0,Phd/DBA,0,0,0,0,7," $85,000 ",,," $5,000 "," $2,000 ",6,1,0,10,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,0
2005/2006,34,,1,Phd/DBA,0,0,0,0,2," $90,000 "," $5,000 ",1,," $2,000 ",6,1,1,5,Asst,suburban,public,Yes,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,0
2005/2006,35,,8,,0,4,0,0,0," $90,000 ",,,,,,1,,,Asst,suburban,public,No,USA,US S.,Bachelor,National,Have accepted, ,0,0,4
2005/2006,36,,1,Phd/DBA,0,2,0,0,4," $102,500 "," $10,000 ",2,," $2,000 ",4,2,4,10,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,0,2
2005/2006,37,,1,Phd/DBA,0,2,0,0,4," $104,000 "," $12,000 ",2," $4,000 ",,4,2,4,8,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2005/2006,38,,2,Phd/DBA,0,2,0,0,4," $92,000 "," $10,000 ",2," $1,000 "," $5,000 ",4,2,2,6,Asst,urban,public,No,USA,,Masters,National,Have accepted,Research (<=4),1,1,2
2005/2006,39,yes,3,Phd/DBA,0,3,0,0,4," $82,000 "," $8,200 ",2,," $3,000 ",6,1,0,4,Asst,urban,private,No,USA,US M.W.,Bachelor,National,Have accepted,Teach (>4),1,0,3
2005/2006,40,,7,Phd/DBA,2,18,0,3,6," $75,000 "," $8,000 ",1,," $1,000 ",6,2,2,5,assoc/not tenured,,public,Yes,USA,US N.E.,unspecified,National,Have accepted,Teach (>4),1,0,20
2005/2006,41,,0,MBA/MS,1,5,0,0,7," $85,000 ",,," $4,700 "," $8,100 ",4,2,0,3,Asst,suburban,mixed,,Canada,,Doctorate,National,Have accepted,Research (<=4),0,1,6
2005/2006,42,yes,13,Phd/DBA,0,20,0,0,25," $120,000 ",,," $10,000 "," $10,000 ",4,2,0,10,assoc/not tenured,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,1,20
2005/2006,43,yes,1,Phd/DBA,0,1,0,0,0," $91,000 "," $14,000 ",5," $2,000 "," $2,500 ",8,2,0,4,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,1
2006/2007,1,yes,1,Phd/DBA,0,1,0,0,1," $97,500 "," $10,000 ",3,," $5,000 ",4,2,3,6,Asst,rural,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,0,1
2006/2007,2,yes,2,Phd/DBA,0,0,0,0,5," $105,000 "," $23,333 ",3," $4,000 "," $5,000 ",2,2,0,10,Asst,suburban,public,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,0
2006/2007,3,,3,Phd/DBA,2,0,2,0,11," $101,000 "," $8,000 ",2," $2,500 "," $3,500 ",2,,,,Asst,urban,public,,USA,US S.,Doctorate,,Have accepted,Research (<=4),1,1,2
2006/2007,4,,2,Phd/DBA,2,3,0,0,14," $105,000 "," $8,000 ",2," $4,500 "," $3,000 ",4,2,3.5,9,Asst,urban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,5
2006/2007,5,,2,Phd/DBA,0,2,0,0,2," $77,000 "," $8,000 ",2," $1,500 "," $3,500 ",6,2,0,5,,,,,,,,,,Teach (>4),1,1,2
2006/2007,6,,3,Phd/DBA,0,0,0,0,3," $101,000 "," $20,000 ",2,," $12,000 ",2,2,3,6,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2006/2007,7,yes,1,Phd/DBA,0,0,0,0,3," $101,000 "," $20,000 ",2,," $12,000 ",2,2,3,6,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2006/2007,8,,2,Phd/DBA,1,0,0,0,2," $118,000 "," $6,000 ",3," $5,000 "," $2,000 ",3,2,4,7,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2006/2007,9,,10,Phd/DBA,2,5,1,0,7," $85,000 ",,,," $5,000 ",6,1,0,5,assoc/not tenured,suburban,public,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),0,0,7
2006/2007,10,yes,4,Phd/DBA,0,5,0,0,0," $95,000 ",,," $2,000 "," $3,000 ",4,2,0,3,Asst,suburban,public,No,USA,US W.,Bachelor,National,Have accepted,Research (<=4),0,1,5
2006/2007,11,yes,0,Phd/DBA,0,0,0,0,7," $95,000 "," $10,555 ",2," $1,200 ",,5.3,2,2,8,Asst,suburban,public,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,0
2006/2007,12,,3,Phd/DBA,0,1,0,0,7," $78,000 "," $5,000 ",5," $2,000 "," $2,500 ",6,1,0,4,switched Asst,rural,public,No,USA,US S.,Masters,National,might accept,Teach (>4),1,1,1
2006/2007,13,yes,10,Phd/DBA,2,12,0,2,10," $52,000 ",,,,,6,1,0,3,Asst,suburban,private,No,USA,US N.E.,Masters,Regional,won't accept,Teach (>4),0,0,14
2006/2007,14,yes,0.5,Phd/DBA,0,1,0,0,7," $80,600 ",,," $1,000 ",,6,1,0,5,instructor,suburban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,1,1
2006/2007,15,,3,Phd/DBA,1,1,0,0,0," $115,000 "," $17,800 ",3," $5,000 "," $10,000 ",4,3,4,7,Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2006/2007,16,yes,3,MBA/MS,0,4,0,0,3," $52,000 ",,, $500 ,,7,1,0,14,instructor,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,4
2006/2007,17,,1,Phd/DBA,0,1,0,0,2," $106,000 "," $23,000 ",3," $4,000 "," $5,000 ",4,2,4,10,Asst,suburban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2006/2007,18,,0,Phd/DBA,0,0,0,0,0," $120,000 "," $26,400 ",4," $5,000 "," $7,500 ",3,2,2,6,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,0
2006/2007,19,yes,4,Phd/DBA,0,3,0,1,3," $76,000 ",,," $9,000 "," $5,000 ",4,2,4,10,Asst,suburban,public,No,Canada,,Masters,National,Have accepted,Research (<=4),0,1,3
2006/2007,20,,1,,0,2,0,0,4," $85,000 ",,,,,3,1,0,5,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,2
2006/2007,21,,2,BS/BA,0,0,1,0,7," $1,200 ",,,,,,2,,,switched Asst,suburban,public,,Argentina,,Doctorate,National,Have accepted, ,0,0,0
2006/2007,22,yes,19,Phd/DBA,1,25,0,3,30," $83,000 ",,," $1,000 ",,8,1,0,2,full/chair,urban,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,1,26
2006/2007,23,yes,5,Phd/DBA,0,1,0,0,2," $68,000 "," $22,667 ",1," $1,200 "," $3,000 ",6,1,,,Asst,rural,public,,USA,US S.,Masters,,Have accepted,Teach (>4),1,1,1
2006/2007,24,,10,Phd/DBA,2,6,0,0,18," $79,000 ",,," $1,000 ",,6,1,0,2,Asst,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,8
2006/2007,25,yes,0.5,Phd/DBA,0,0,0,0,3," $92,500 "," $10,000 ",2," $5,000 "," $3,000 ",3,1,0,4,Asst,,,,USA,,,,Have accepted,Research (<=4),1,1,0
2006/2007,26,yes,4,Phd/DBA,0,1,0,0,4," $90,000 "," $10,000 ",1," $5,000 "," $4,000 ",6,2,2,8,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,1
2006/2007,27,yes,6,Phd/DBA,1,2,0,0,14," $105,000 ",,,,,6,1,1,7,Asst,suburban,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,3
2006/2007,28,yes,6,Phd/DBA,1,2,0,0,14," $130,000 "," $18,000 ",3,," $5,000 ",4,2,2,10,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,3
2006/2007,29,,2,Phd/DBA,2,0,0,0,7," $79,200 ",,," $1,000 "," $3,000 ",6,2,,3,Asst,rural,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,2
2006/2007,30,,6,Phd/DBA,4,1,0,0,6," $85,000 "," $5,000 ",2," $3,000 "," $5,000 ",6,1,0,6,switched Asst,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,5
2006/2007,31,yes,14,MBA/MS,0,0,0,0,12," $45,000 ",,," $1,300 "," $2,000 ",4,,,,switched Asst,rural,public,No,Brunei,,Bachelor,National,Have accepted,Research (<=4),0,1,0
2006/2007,32,yes,3,Phd/DBA,0,0,0,0,0," $79,200 ",,,," $3,000 ",5,2,0,3,Asst,rural,public,No,USA,US S.,Bachelor,Regional,Have accepted,Teach (>4),0,0,0
2006/2007,33,yes,9,Phd/DBA,3,13,0,0,6," $74,000 ",,," $3,500 "," $13,000 ",5,1,0,10,assoc/not tenured,urban,public,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),0,1,16
2006/2007,34,,11,Phd/DBA,1,7,0,0,26," $82,000 ",,,," $1,000 ",6,1,,,switched Asst,rural,public,,USA,,Masters,National,Have accepted,Teach (>4),0,0,8
2006/2007,35,yes,6,Phd/DBA,0,0,0,0,0," $1,000 ",,,,,6,0,,,instructor,suburban,public,No,Mauritius,,Doctorate,National,Have accepted,Teach (>4),0,0,0
2006/2007,36,yes,7,Phd/DBA,0,2,3,0,6," $87,000 "," $9,500 ",2," $10,000 "," $2,500 ",4,2,4,7,Asst,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2006/2007,37,yes,16,Phd/DBA,1,14,0,0,0," $81,000 ",,," $4,000 ",,5,2,1,6,associate/tenure,suburban,public,Yes,England,,Doctorate,National,Have accepted,Teach (>4),0,1,15
2006/2007,38,yes,2,Phd/DBA,0,3,0,0,6," $82,008 ",,," $2,000 "," $2,000 ",8,1,0,3,Asst,suburban,public,Yes,USA,US W.,Masters,,Have accepted,Teach (>4),0,1,3
2006/2007,39,,0.5,Phd/DBA,1,2,0,0,7," $101,250 "," $22,500 ",2," $4,000 "," $3,000 ",4,2,3,9,Asst,suburban,public,,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,3
2006/2007,40,,,Phd/DBA,0,0,0,0,0," $120,000 ",,,,,4,,,,associate/tenure,suburban,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),0,0,0
2006/2007,41,,25,MBA/MS,3,0,1,0,1," $57,000 ",,6, $300 ," $1,000 ",10,1,1,1,full/chair,suburban,public,No,USA,US S.,Masters,National,might accept,Teach (>4),0,1,3
2006/2007,42,yes,13,Phd/DBA,0,20,0,0,25," $120,000 ",,," $10,000 "," $10,000 ",4,2,0,10,assoc/not tenured,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,1,20
2006/2007,43,yes,1,Phd/DBA,0,1,0,0,0," $91,000 "," $14,000 ",5," $2,000 "," $2,500 ",8,2,0,4,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,1
2006/2007,44,,6,Phd/DBA,0,2,0,0,0," $24,000 "," $1,000 ",1,,,9,2,2,4,instructor,urban,private,No,Turkey,,Bachelor,Local,Have accepted,Teach (>4),1,0,2
2006/2007,45,yes,13,Phd/DBA,0,2,0,0,0," $83,000 ",,,," $5,000 ",8,,,,assoc/not tenured,unspecified,public,,USA,US S.,Bachelor,,Have accepted,Teach (>4),0,0,2
2007/2008,1,,5,Phd/DBA,0,1,0,0,11," $92,000 "," $18,000 ",1," $5,000 "," $2,000 ",4,1,0,3,Asst,urban,public,Yes,USA,US S.,Masters,Regional,Have accepted,Research (<=4),1,1,1
2007/2008,2,,6,Phd/DBA,,1,,,7," $56,800 ",,,,,24,1,0,5,assoc/not tenured,suburban,public,Yes,Norway,,Masters,Regional,Have accepted,Teach (>4),0,0,1
2007/2008,3,yes,3,Phd/DBA,0,0,0,0,4," $95,000 "," $5,000 ",3," $1,000 "," $5,000 ",5,2,2,8,Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2007/2008,4,yes,1,Phd/DBA,0,1,0,1,9," $87,000 "," $11,000 ",3," $15,000 "," $5,000 ",,1,3,,Asst,urban,private,No,USA,US W.,Doctorate,National,Have accepted, ,1,1,1
2007/2008,5,yes,32,Phd/DBA,0,6,0,1,28," $70,000 ",,,,,8,1,,3,associate/tenure,suburban,public,Yes,australia,,Doctorate,National,Have accepted,Teach (>4),0,0,6
2007/2008,6,yes,2,Phd/DBA,0,0,0,0,2," $125,000 "," $20,800 ",6," $1,500 "," $8,000 ",4,2,1,5,Asst,suburban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2007/2008,7,yes,1,Phd/DBA,1,1,0,0,5," $125,000 "," $27,778 ",3," $4,000 "," $6,000 ",3,2,4,6,Asst,suburban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,2
2007/2008,8,yes,14,Phd/DBA,1,16,0,0,25," $95,000 ",,,," $10,000 ",5,2,0,3,visitor,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Teach (>4),0,0,17
2007/2008,9,yes,12,Phd/DBA,3,20,0,1,30," $93,000 ",,," $1,000 "," $4,750 ",8,1,0,4,assoc/not tenured,suburban,public,Yes,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),0,1,23
2007/2008,10,yes,0,Phd/DBA,0,0,0,0,0," $90,000 ",,," $3,000 "," $6,000 ",3,,,,assoc/not tenured,suburban,public,Yes,Canada,,Masters,Local,Have accepted,Research (<=4),0,1,0
2007/2008,11,yes,1,Phd/DBA,0,3,,,4," $85,000 ",,,," $1,000 ",4,2,0,7,instructor,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,0,3
2007/2008,12,,7,Phd/DBA,,1,,,5," $18,000 ",,,,,30,1,1,4,instructor,urban,private,No,Turkey,,Bachelor,National,Have accepted,Teach (>4),0,0,1
2007/2008,13,,2,Phd/DBA,0,0,0,0,5," $87,000 ",,," $2,000 ",,6,2,0,4,Asst,rural,public,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2007/2008,14,yes,5,Phd/DBA,0,0,0,0,8," $88,000 ",,," $5,000 ",,9,2,0,1,switched Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,0
2007/2008,15,,0.2,Phd/DBA,0,3,,,9," $68,000 ",,," $1,000 ",,6,,,,instructor,urban,public,Yes,Canada,,Doctorate,National,Have accepted,Teach (>4),0,1,3
2007/2008,16,,,Phd/DBA,1,2,,,2," $100,000 "," $10,000 ",2," $4,000 "," $7,000 ",2,2,3,10,switched Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,3
2007/2008,17,yes,2,Phd/DBA,,1,,,3," $91,000 "," $10,000 ",2," $3,000 "," $5,000 ",3,1,1,10,Asst,urban,public,Yes,USA,US M.W.,Bachelor,National,Have accepted,Research (<=4),1,1,1
2007/2008,18,yes,9,Phd/DBA,3,25,3,,45," $143,500 ",,,," $7,200 ",2,2,0,6,associate/tenure,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),0,0,28
2007/2008,19,,2,Phd/DBA,1,1,,,8," $86,000 "," $2,000 ",2,," $2,000 ",6,1,,5,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,2
2007/2008,20,,3,Phd/DBA,1,2,0,0,10," $87,500 "," $7,000 ",2,," $2,500 ",6,2,0,3,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,3
2007/2008,21,yes,2,Phd/DBA,0,5,0,0,33," $88,000 ",,," $1,000 ",,6,2,0,6,switched Asst,suburban,private,No,USA,US W.,Masters,Regional,Have accepted,Teach (>4),0,1,5
2007/2008,22,yes,15,Phd/DBA,1,17,0,0,30," $95,000 ",,,," $10,000 ",5,1,1,4,visitor,urban,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,0,18
2007/2008,23,yes,6,Phd/DBA,1,7,,,23," $95,000 ",,," $4,000 "," $1,000 ",7,2,,,switched Asst,urban,public,No,UAE,,Masters,Regional,Have accepted,Teach (>4),0,1,8
2007/2008,24,yes,5,Phd/DBA,0,3,0,0,20," $55,000 ",,,,,5,2,,,Asst,urban,public,Yes,France,,Doctorate,National,Have accepted,Teach (>4),0,0,3
2007/2008,25,,1,,0,0,,,5," $79,000 ",,,," $1,500 ",8,1,0,4,instructor,rural,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,0,0
2007/2008,26,,3,Phd/DBA,0,1,0,0,2," $86,900 ",,," $7,200 "," $3,000 ",6,2,1,6,switched Asst,urban,private,No,Lebanon,,Masters,Regional,Have accepted,Teach (>4),0,1,1
2007/2008,27,,2,Phd/DBA,4,2,,2,14," $83,000 "," $3,000 ",3,," $3,000 ",6,2,1,8,Asst,suburban,public,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,6
2007/2008,28,yes,3,Phd/DBA,0,4,0,1,8," $95,000 ",,," $1,000 ",,7,1,0,6,switched Asst,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,4
2007/2008,29,yes,1,Phd/DBA,0,2,,,," $105,000 "," $24,675 ",3," $5,000 "," $12,000 ",4,2,25,75,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2007/2008,30,,3,Phd/DBA,,3,,,14," $92,000 "," $5,000 ",1," $1,000 "," $3,500 ",8,1,0,5,Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,3
2008/2009,1,yes,22,Phd/DBA,1,60,11,0,50," $99,000 ",,," $4,000 "," $10,000 ",24,2,1,40,full/chair,suburban,public,Yes,USA,US W.,Masters,National,might accept,Teach (>4),0,1,61
2008/2009,2,yes,2,Phd/DBA,0,1,0,0,6," $107,000 "," $5,000 ",2," $3,000 "," $3,000 ",5,1,,4,Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,1
2008/2009,3,yes,1,Phd/DBA,0,0,0,0,4," $120,000 "," $26,667 ",3," $3,500 ",,4,2,4,10,Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,4,yes,1,Phd/DBA,0,0,0,0,10," $125,000 "," $28,000 ",9," $16,500 "," $5,000 ",2,3,10,10,Asst,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,5,yes,1,Phd/DBA,0,0,0,0,7," $96,000 "," $8,640 ",3," $8,000 ",,4,1,0,5,Asst,suburban,public,No,USA,,Masters,National,Have accepted,Research (<=4),1,1,0
2008/2009,6,yes,1,Phd/DBA,0,0,0,0,7," $115,000 "," $10,000 ",2," $8,000 "," $4,000 ",5,2,5,5,Asst,suburban,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,1,0
2008/2009,7,yes,1,Phd/DBA,0,0,0,0,7," $105,000 "," $14,000 ",3,," $5,000 ",4,2,2,7,Asst,urban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2008/2009,8,yes,10,Phd/DBA,1,14,,,66," $48,000 ",,," $4,000 ",,2.67,2,,,instructor,urban,public,Yes,Israel,,Doctorate,,Have accepted,Research (<=4),0,1,15
2008/2009,9,,2,Phd/DBA,0,3,,,6," $110,000 "," $12,000 ",3," $5,000 "," $7,000 ",5,1,2,5,Asst,urban,public,Yes,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,3
2008/2009,10,yes,12,Phd/DBA,,,,,," $88,000 "," $15,000 ",2," $2,000 "," $2,500 ",6,2,0,8,assoc/not tenured,suburban,public,,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,1,0
2008/2009,11,yes,3,Phd/DBA,0,3,0,0,5," $90,000 ",,," $1,200 "," $5,000 ",6,1,0,2,Asst,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,3
2008/2009,12,yes,12,,,,,,," $108,500 "," $6,500 ",1," $2,000 "," $2,500 ",6,1,0,8,assoc/not tenured,suburban,public,,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2008/2009,13,yes,1,Phd/DBA,0,0,0,0,8," $120,000 "," $26,667 ",3," $5,000 "," $13,333 ",4,2,4,10,Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,14,yes,3,Phd/DBA,1,4,0,0,22," $95,000 ",,," $1,000 ",,6,2,0,6,switched Asst,suburban,private,No,USA,US W.,Masters,Regional,Have accepted,Teach (>4),0,1,5
2008/2009,15,yes,1,Phd/DBA,0,1,0,0,7," $60,000 ",,," $3,000 "," $10,000 ",2,2,5,5,Asst,urban,private,,UK,,Doctorate,,Have accepted,Research (<=4),0,1,1
2008/2009,16,,4,Phd/DBA,0,2,0,0,6," $88,000 ",,," $1,000 ",,8,1,0,3,switched Asst,urban,private,,USA,,Masters,National,Have accepted,Teach (>4),0,1,2
2008/2009,17,yes,9,Phd/DBA,15,15,1,0,40," $150,000 ",,," $5,000 "," $10,000 ",3,2,15,30,associate/tenure,suburban,public,,USA,,Doctorate,National,might accept,Research (<=4),0,1,30
2008/2009,18,,3,Phd/DBA,1,2,,,6," $86,000 "," $2,000 ",3,," $2,000 ",6,1,0,7,switched Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,3
2008/2009,19,yes,3,Phd/DBA,0,4,0,0,6," $86,000 "," $2,000 ",2,," $1,000 ",6,1,0,5,Asst,suburban,public,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,4
2008/2009,20,yes,3,Phd/DBA,0,4,0,0,6," $105,000 "," $6,000 ",3," $1,200 "," $3,000 ",4,2,2,7,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,4
2008/2009,21,,3,Phd/DBA,0,1,0,0,3," $68,000 ",,,,,8,1,0,3,Asst,rural,public,Yes,USA,US N.E.,Masters,Local,Have accepted,Teach (>4),0,0,1
2008/2009,22,yes,2,Phd/DBA,1,0,0,0,6," $130,000 "," $29,000 ",3," $2,500 "," $5,000 ",3,2,3,9,Asst,urban,private,No,USA,US N.E.,Bachelor,National,Have accepted,Research (<=4),1,1,1
2008/2009,23,yes,3,Phd/DBA,0,0,0,0,2," $110,000 "," $12,100 ",2," $3,000 "," $10,000 ",5,2,1,7,Asst,,mixed,,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),1,1,0
2008/2009,24,yes,1,Phd/DBA,0,1,0,0,6," $120,000 "," $20,000 ",3," $3,000 "," $5,000 ",2.5,2,3,6,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,1
